dataset, Voronoi distance, Voronoi rotation, totalLen, totalRot, transError.mean.mean, transError.mean.std, rotError.mean.mean, rotError.mean.std
9-00,945.9297589418651,228.910757078,1552.386810817267,612.4592204245112,0.465831775,0.09659583998638024,0.014529375,0.01120412604509495
9-2,1696.1225848616373,583.420914533,2542.2186224899824,1284.8650502026187,0.4088825945945946,0.07709029205347259,0.007514729729729731,0.002189866127571206
amazing-office-floor-plans-4-executive-office-floor-plans-3082-x-1900_updated,894.5885924634144,373.15448394,1290.8121945824869,785.6306802613652,0.2557800909090909,0.06520845386602718,0.008731121212121213,0.003069463893152716
autoSales_updated,253.09529016134942,130.35912452,225.15933437395395,359.3516110845478,0.08407206896551724,0.03355051372948684,0.005262827586206897,0.0017156610080116105
awesome-cool-office-floor-plans-with-home-office-interior-offices-for-all-facilitiesconsultant_updated,852.7041917644887,398.212119516,1215.1341817656598,768.3408039538824,0.27117058620689655,0.06385552551606026,0.009995344827586206,0.0029723352861862214
battle_creekhs_2_updated,525.4347002179115,184.26767039,691.2627697751062,414.45390915367534,0.18342306896551722,0.046774964907877525,0.005416448275862068,0.002073707118385298
Borchen4_updated,133.10201051793663,72.3563650818,103.92512143764421,165.8150370520484,0.049987192307692316,0.02926149226769285,0.0029364807692307694,0.0013889050957552112
bronxville_updated,761.308482419509,316.663949145,1270.9877194753856,1060.9158886310083,0.27281369565217395,0.05778860226078495,0.006464391304347826,0.0020087169328818146
CivicMemories_updated,1301.201742956502,447.509475737,2029.3373709426057,1063.5176719961057,0.4189748,0.11060277348312746,0.009570428571428572,0.003320492977906523
ClassForAction_updated,631.8001582686626,315.208834345,962.6995034568731,588.5764248152304,0.21740522222222225,0.050322928384976824,0.006421222222222221,0.0019013030606389563
cunningham2f_updated,892.3305540859798,360.770721279,1609.159632205686,960.576065717629,0.334185552631579,0.0943173540798068,0.007567526315789473,0.002761762725972424
E18-1,1423.4433936027538,393.549964273,2746.806446472649,1034.037680852338,0.5456150399999999,0.09266768319559089,0.0097328,0.006640249889876133
E18-3,1470.633298918033,476.508151773,2350.2089414542556,971.3970846682863,0.48759771014492753,0.10815076323932864,0.010184217391304349,0.005769173044675267
E55-3,704.2870647486568,178.560984381,1252.0283155377285,576.0810237749338,0.22316082608695656,0.056158447080483745,0.007262782608695652,0.0015309054426972787
E56-3,1086.2505786891395,402.687919995,1677.473940900033,782.7420922509152,0.3071018933333333,0.07462185129045841,0.006828453333333333,0.0043026309169881425
E60-1,1124.0521297234493,311.935428914,1721.7627579662744,766.6825888932026,0.39297721818181824,0.07250679631359731,0.006756527272727272,0.003041829370951545
executive-office-floor-plans-l-a622d60bb7a76a60_updated,988.9989239201753,621.500380047,1293.5464027773414,1040.450949788521,0.2860573333333334,0.07331904704891913,0.012041666666666666,0.0042728270654583175
FALAELEM1_updated,1449.4460644711028,402.180219217,2789.2127489406175,1147.2504035512475,0.5061416400000001,0.09327406174961182,0.0075046,0.002447954444020558
FALAELEM2_updated,904.0557743567012,286.646004012,1943.231037281154,976.5279316787002,0.3495185625,0.09117608441977038,0.006203031249999999,0.0067591179550495675
first-choice-floor-plan-second-floor_updated,540.5836958981763,171.488140082,745.2861711188503,393.8554504868084,0.18295123809523808,0.058632878434905084,0.004647,0.0018908690997477726
floor-1024x523_updated,1103.31383976918,562.489306351,1306.714388398522,963.2408762013292,0.3113183414634146,0.08692593979138281,0.011438585365853658,0.004209358296356217
floorplanMAIN_updated,640.7611255313213,351.453185208,946.1419106911138,693.8215147020704,0.24812661111111112,0.06720959269259352,0.014583222222222223,0.004562004975343816
Franch1_updated,161.81352444898695,91.7352314532,156.29479216259156,252.63996477951108,0.08738339344262296,0.06451593098805163,0.0060183770491803274,0.003190682712102431
freiburg79,319.56630583785477,122.206577678,347.6881033912413,309.6761355878256,0.11819697142857143,0.02670961742517447,0.0032108857142857145,0.0011844665531412038
henderson_high_school_updated,1035.3332160899097,441.608934353,1355.3940556027674,863.4039371812889,0.28133,0.07078447062425172,0.006220555555555555,0.002282940360885064
herndon_updated,511.0106351767826,245.471844118,629.7543067966102,456.6661091289268,0.2108230731707317,0.06781621856897246,0.008056804878048782,0.0032945343889503116
indian_head_updated,630.1795221331023,217.399769029,1453.5424400922284,749.3667595343672,0.30265993750000003,0.09178064748931876,0.0055821562499999994,0.0029475505520407848
lab_a,1178.4921330042048,328.364713518,1606.99109080843,924.7130221490221,0.44375021276595744,0.08789560334269289,0.008254531914893618,0.002856906680466888
lab_f,1266.8751200145311,459.811862319,2461.726317817392,1377.923440733506,0.5507258888888888,0.11064637922958566,0.01118240740740741,0.0030770369135505247
lab_intel,728.3683801203324,226.851049569,1435.3540924393849,652.2237719766202,0.2911800263157895,0.0812216428881285,0.005577315789473683,0.0015997992490056723
Lamuniere1_updated,106.07242663074213,70.3888641949,145.71125349099532,157.94007641116573,0.09046870588235295,0.08297917671586594,0.006773029411764706,0.0062848313397992775
Liselotte1_updated,254.10140211738812,123.800417553,282.40401180394235,290.0355140703786,0.10950676363636365,0.0350835991597025,0.003850109090909091,0.001303298119425933
Lower-Level_updated,2160.023452323488,617.72175471,2821.486616762882,1294.455366316946,0.5157729714285715,0.1437018292587588,0.009911142857142858,0.004010445683411238
MediaCache_updated,791.8274335560491,259.235500151,1094.2688247592996,555.1649914307254,0.2604175365853658,0.06857714977507487,0.006699024390243903,0.0021461858907032955
modern-office-building-floor-plan-and-office-building-floor-plan-by-realty-floorplans-in-central-illinois-14_updated,587.0963598827541,167.645659414,693.8865693834271,350.44268963506926,0.17292233333333334,0.055202039202470694,0.004355722222222223,0.0012241667145702535
modern-office-floor-plan-1_updated,696.5816554509928,330.034919192,765.0365385764313,525.7599589111442,0.22626830952380947,0.08490544148344929,0.007264833333333333,0.003021992672115116
N10-1,585.1814252128581,180.209895744,726.8662008754785,426.84573886724775,0.16765663157894733,0.04867191168934959,0.004777140350877192,0.0019048678679469396
N10-2,455.29529697913256,139.174438239,647.5159966255922,374.23480145177746,0.18836011538461536,0.06973845005713349,0.005449249999999999,0.002723807755238978
N51-3,1653.0423113514105,489.762523667,2351.446698834956,1119.443510387716,0.4394148461538461,0.13035060922414032,0.007358333333333333,0.003368350249262894
Neulengbach1_updated,1138.1142575167655,356.932278712,1879.9573121894514,887.3865680124906,0.4220585,0.09301620303715907,0.0069004750000000005,0.001875564314912981
Neulengbach2_updated,1496.991569029015,557.847336252,2343.643444770064,1089.6048522710153,0.44580442424242417,0.1164457706155284,0.009035575757575756,0.0026824492316956205
NewUrban_updated,1200.7227552515326,340.111338406,1881.0496306230084,953.5111526974201,0.4300713199999999,0.11590180610800506,0.010488339999999999,0.004026628736846743
NLB,1424.3352088614163,515.155816848,2577.2258442243456,1285.6208776940482,0.41081500000000004,0.11183015372165546,0.006912863636363637,0.0020898496965409334
NW13-0,1453.7366549795893,343.364413465,3166.178528030545,1090.3607074673307,0.6445346097560976,0.09092158397638339,0.009974,0.0026823304028855024
NW14-4,1123.5652172723687,305.381141884,2171.9301019639156,880.4461092226701,0.46485848214285713,0.10481566457595773,0.007338142857142857,0.0024578892543673917
NW17-0,1534.718173373171,416.652981427,3148.1949946774425,1155.6577023907412,0.6413422424242424,0.1158685639314965,0.010129287878787878,0.004163394960719435
office-building-floor-plans-recently-third-floor-plan_updated,1896.5174357083647,882.412115919,2653.866997802374,1687.0381009275955,0.5775445454545455,0.12990762000945388,0.013978500000000005,0.0038928756460301353
office_a,1080.709352499745,277.71002236,2791.8142946053213,976.6560066399031,0.41673045945945947,0.08227822309982497,0.005899567567567567,0.001901759335394189
office_b,646.25117199494,303.00391238,610.5563179102589,505.3923811632009,0.2336256341463415,0.08320348285180752,0.011045243902439024,0.007012157525328692
office_c,1377.6650716565823,231.937135787,3553.654064721752,1350.9480253146503,0.4198286363636363,0.09000573096932392,0.005281022727272728,0.0018179090197336404
office_d,594.2697177356678,223.000648485,1518.7063753748869,710.783662139537,0.24929100000000004,0.0832614894275192,0.005354977777777777,0.002332363412591413
office_f,1023.7519582293928,263.899719496,1806.0381548754206,836.5261517892166,0.41462052499999996,0.08056943898618989,0.00604595,0.001645675529228043
office_h,501.72666479222914,185.16040733,664.9416729595549,472.3840917312764,0.21699027272727278,0.07294062210130663,0.006353345454545454,0.002335110760216598
plans2_updated,335.71324018187687,164.168805265,627.0296480877515,434.79658377661593,0.22289851020408163,0.0633613563885177,0.007205469387755103,0.003372661119142137
putnam_junior_high_updated,1270.9975607249105,406.864345779,2102.9837258645857,976.8115616110223,0.28927075555555554,0.07584642795402227,0.005110933333333333,0.0019423591772206633
Rocchio_floorplan_updated,839.6654141039857,325.583209961,1787.8200475952117,837.6655566043469,0.4050978125,0.08819275255811752,0.0084948125,0.002814527285325859
RomainRolland1_updated,531.3904642528684,201.440983073,721.4254165280528,537.4235947417955,0.25581788,0.08031648549946394,0.00526556,0.0019449291520258522
Rustic_updated,249.4098553671794,139.563097123,277.90290562448484,314.2405941978291,0.11251668656716415,0.04892285855172313,0.006311074626865671,0.004283903068685555
Sabadell1_updated,175.16157708831946,124.176524827,230.72597485935276,252.7106577485028,0.08098727027027028,0.027470635864351934,0.0034863513513513507,0.0012322039848726395
Sabadell2_updated,286.56524528040967,125.788143027,479.0617322411478,365.03429561965737,0.13725098245614034,0.04171095943766121,0.004121157894736843,0.0011759594632808474
Sabadell3_updated,195.02660165325653,100.694065881,301.8615150212144,308.6959591389145,0.10191943749999999,0.027998634955495486,0.005377395833333333,0.0015277592215886984
scuola_sconosciuta_3_updated,417.00865745254725,174.298551048,484.06331088805274,306.69263171006514,0.21098706,0.0722274961325422,0.01240116,0.0048504843236938724
scuola_sconosciuta_updated,495.6888794160203,236.563311317,472.25956457472404,295.3479556329583,0.1531960681818182,0.047521949947747937,0.007503363636363635,0.0027090164693860685
best-single-office-floor-plans-with-13_updated,595.0117608897857,264.08252119,623.7360199578002,451.5573031139797,0.19256441935483873,0.04331559037424404,0.005856354838709677,0.0017547909083859552
Ideas_updated,1382.9994657714776,275.627581274,1662.0956969570893,889.7275421705708,0.5441757631578948,0.10371097111036244,0.009493289473684214,0.0036077102368465086
office1_fs_updated,673.3519816641764,186.969683793,818.084899003925,384.46063652872925,0.1717891315789474,0.054214586171003956,0.005091736842105263,0.002183379004688911
scuola_secondaria_i_grado_mera__updated,165.08778709300032,112.830833207,165.41794524038528,186.34080997824503,0.06720316666666666,0.022854426295699386,0.005442791666666668,0.0026837972318335124
Sicurezza_1_updated,486.2353874354003,204.156578717,760.5770918883837,602.3455380653267,0.21789017948717948,0.08526025352063928,0.007012153846153844,0.0027062089060155775
sidneyriver_updated,1200.3007441628656,384.16868079,1668.7977757387225,919.8880257341358,0.32184314285714277,0.07256552576972576,0.005902828571428573,0.0011468595252306381
SKF_FloorPlan_updated,525.8422058500896,227.920641747,631.0376099885308,467.47559045839955,0.29703808695652173,0.08192437815975173,0.012337739130434787,0.006319381241844264
south_mountain_school_1_updated,778.750209601832,290.837964376,1085.7431694456743,797.8883420367974,0.25855078125000003,0.060754293634140775,0.0058315,0.001286090855072067
south_mountain_school_2_updated,815.7412794801585,241.046824794,1160.9485318155064,571.8729449927295,0.27360497560975605,0.06432275611453646,0.005331756097560976,0.0018078149157974917
Susteinable_updated,775.1264541807968,306.232640231,1072.6038690997043,649.4487345625488,0.252498725,0.06606245046014698,0.00620055,0.0022118485136871377
UMTD_School_Floorplan_updated,510.495334652962,228.846914713,902.6283941909742,784.8767404314486,0.2341155789473684,0.06305802528692024,0.007740552631578948,0.0019777304602866656
Ursy1_updated,423.67066087201255,169.674199734,339.0379313596228,308.84073887129796,0.11418371875,0.03403239441072503,0.00345740625,0.0011124499668348853
Valleceppi_P0_updated,474.93288140168767,221.346577029,441.8906628048311,357.4098187370835,0.17791292000000003,0.07052340423854765,0.009906980000000001,0.004873313564670347
Valleceppi_P1_updated,372.08603813997064,182.387684298,406.66814642254036,342.1006862533596,0.18017440384615385,0.06253809102959067,0.010786307692307694,0.006131800091886876
VarzeaPaulistaFDE1_updated,401.7088610344233,101.938126227,506.6012549951334,357.1423866037128,0.22333385245901638,0.05717286084390558,0.004252311475409836,0.0014332465215404011
VarzeaPaulistaFDE2_updated,398.64879183690647,109.364412791,851.1749782793481,422.391344709592,0.1940751224489796,0.060437680249528024,0.003697816326530612,0.0009674545535594074
Vieilley1_updated,969.4323492458459,248.822360631,1420.7823332432804,660.9721516865587,0.28593700000000005,0.07980332033918072,0.007875578947368421,0.003079538897743407
Vipiteno1_updated,840.8218512997969,394.2019014,1206.9435202818863,746.2194157173603,0.25010556250000004,0.06033916807925092,0.007438125,0.0016789115475137454
Vipiteno2_updated,398.59340593135687,222.885485102,393.46972840838265,445.23462876197954,0.15537357142857142,0.03432459934573014,0.006532928571428572,0.003858269143101897
W4-0,1912.8938253788874,507.528128864,3279.109324303727,1395.1390917423082,0.7222249111111111,0.1251731735055829,0.009376044444444447,0.003398221861539784
W8-1,1111.320216453997,256.310305127,2142.814330346329,808.4951826393592,0.42537458536585365,0.0905083578692815,0.008344341463414635,0.0029454964682338945
west_asheville_updated,772.5662119286159,215.021800877,1632.011745008378,640.7582575773484,0.2786638139534883,0.06935982818983569,0.00568306976744186,0.0016435243101101979
ZELLENBOROS_GRUPPENZONE_updated,666.1109292667417,354.095400755,960.8512526727719,729.0666218984369,0.26140284090909094,0.07921996548934984,0.0070775681818181805,0.002742815817547289
